  -1.6000000e+01  -7.9860579e-02  -0.0000000e+00
  -1.5996094e+01   1.0089940e-02  -0.0000000e+00
  -1.5992188e+01  -1.4109319e-01  -0.0000000e+00
  -1.5988281e+01  -4.6914795e-02  -0.0000000e+00
  -1.5984375e+01   1.3312487e-01  -0.0000000e+00
  -1.5980469e+01  -3.5027354e-02  -0.0000000e+00
  -1.5976563e+01  -1.5760644e-01  -0.0000000e+00
  -1.5972656e+01  -2.0281958e-03  -0.0000000e+00
  -1.5968750e+01   2.1801907e-02  -0.0000000e+00
  -1.5964844e+01   1.7057651e-01  -0.0000000e+00
  -1.5960938e+01  -1.6584257e-01  -0.0000000e+00
  -1.5957031e+01  -1.7654710e-01  -0.0000000e+00
  -1.5953125e+01   1.2255993e-01  -0.0000000e+00
  -1.5949219e+01  -2.5114329e-02  -0.0000000e+00
  -1.5945313e+01  -1.5494983e-01  -0.0000000e+00
  -1.5941406e+01  -1.6582591e-01  -0.0000000e+00
  -1.5937500e+01   1.1081485e-01  -0.0000000e+00
  -1.5933594e+01   5.4404106e-02  -0.0000000e+00
  -1.5929688e+01   6.4127990e-02  -0.0000000e+00
  -1.5925781e+01   1.2737989e-01  -0.0000000e+00
  -1.5921875e+01  -1.6378343e-01  -0.0000000e+00
  -1.5917969e+01  -1.1964879e-01  -0.0000000e+00
  -1.5914063e+01  -1.7443793e-01  -0.0000000e+00
  -1.5910156e+01  -1.7166241e-01  -0.0000000e+00
  -1.5906250e+01  -1.5138731e-01  -0.0000000e+00
  -1.5902344e+01  -3.8234606e-02  -0.0000000e+00
  -1.5898438e+01  -1.5296025e-01  -0.0000000e+00
  -1.5894531e+01  -8.0449529e-02  -0.0000000e+00
  -1.5890625e+01  -8.2035002e-02  -0.0000000e+00
  -1.5886719e+01   4.2896701e-02  -0.0000000e+00
  -1.5882813e+01  -1.5934499e-01  -0.0000000e+00
  -1.5878906e+01  -1.1660223e-01  -0.0000000e+00
  -1.5875000e+01  -4.3241178e-03  -0.0000000e+00
  -1.5871094e+01  -1.0356542e-02  -0.0000000e+00
  -1.5867188e+01   8.6643547e-02  -0.0000000e+00
